name,gs_email,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author,pc_chairs,pcs,session_chairs,panels,keynotes,papers,gender,country,sector
"Andrzejak, Artur",@informatik.uni-heidelberg.de,0,1,0,0,0,1,,ICAC,,,,ICPE,M,de,edu
"Ang, Lynn",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Ang, Petchean",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Angelino, Elaine",@eecs.berkeley.edu,0,0,0,0,0,1,,,,,,KDD,NA,us,edu
"Anghel, Andreea",@zurich.ibm.com,0,0,0,0,0,1,,,,,,CCGrid,NA,ch,com
"Angulo, Gustavo",,0,0,0,0,0,1,,,,,,CIDR,M,NA,NA
"Anirudh, Rushil",@llnl.gov,0,0,0,0,0,1,,,,,,SC,NA,us,gov
"Annavaram, Murali",@usc.edu,0,2,1,0,0,6,,"IPDPS,SIGMETRICS",IPDPS,,,"MICRO,HPCA,HPCA,ISCA,IPDPS,IPDPS",M,ed,edu
"Ansari, Amin",@qti.qualcomm.com,0,0,0,0,0,1,,,,,,PACT,NA,NA,com
"Anta, Antonio Fernandez",@imdea.org,0,1,0,0,0,0,,PODC,,,,,M,es,edu
"Antao, Samuel",@sips.inesc-id.pt,0,0,0,0,0,1,,,,,,HiPC,NA,pt,edu
"Antichi, Gianni",@cl.cam.ac.uk,0,0,0,0,0,1,,,,,,SIGCOMM,NA,uk,edu
"Antoine, Boutet",@insa-lyon.fr,0,0,0,0,0,1,,,,,,Middleware,NA,fr,edu
"Antonakakis, Manos",@gatech.edu,0,1,0,0,0,3,,NDSS,,,,"CCS,CCS,SP",M,us,edu
"Antoniadis, Antonios",,0,1,0,0,0,0,,ICPP,,,,,M,NA,NA
"Antonie, Luiza",@uoguelph.ca,0,1,0,0,0,0,,ICDM,,,,,F,ca,edu
"Antoniu, Gabriel",@inria.fr,1,2,2,0,0,1,Cluster,"SC,HPDC","Cluster,Cluster",,,EuroPar,M,fr,edu
"Antonopoulos, Timos",,0,0,0,0,0,1,,,,,,PLDI,NA,NA,NA
"Antova, Lyublena",@datometry.com,0,1,0,0,0,0,,SIGMOD,,,,,F,NA,com
"Antypas, Katerina",,0,1,0,0,0,0,,Cluster,,,,,F,NA,NA
"Antypas, Katie",,0,0,0,1,0,0,,,,SC,,,F,NA,NA
"Anzt, Hartwig",@icl.utk.edu,0,0,0,0,0,1,,,,,,ICPP,M,ed,edu
"Ao, Yulong",,0,0,0,0,0,2,,,,,,"ICPP,IPDPS",M,NA,NA
"Aoki, Takayuki",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Apon, Amy",@clemson.edu,0,2,0,0,0,0,,"ICPE,SC",,,,,F,us,edu
"Apostolaki, Maria",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Appel, Andrew W.",@princeton.edu,0,0,0,0,0,2,,,,,,"CCS,OOPSLA",NA,us,edu
"Appice, Annalisa",@di.uniba.it,0,1,0,0,0,0,,ICDM,,,,,F,it,edu
"Appini, Mahathi Priya",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Appuswamy, Raja",@epfl.ch,0,0,0,0,0,1,,,,,,CIDR,M,ch,edu
"Apra, Edoardo",@pnnl.gov,0,1,0,0,0,0,,IPDPS,,,,,M,us,gov
"Apte, Varsha",@cse.iitb.ac.in,0,0,0,0,0,1,,,,,,ICPE,NA,in,edu
"Aqil, Azeem",@cs.ucr.edu,0,0,0,0,0,1,,,,,,CoNEXT,NA,ed,edu
"Arab, Bahareh Sadat",@hawk.iit.edu,0,0,0,0,0,1,,,,,,CIDR,F,us,edu
"Arabnejad, Hamid",@fe.up.pt,0,0,0,0,0,1,,,,,,CCGrid,NA,pt,edu
"Aracil, Javier",@etsi.us.es,0,0,0,0,0,1,,,,,,HPCC,NA,es,edu
"Arafa, Pansy",@uwaterloo.ca,0,0,0,0,0,1,,,,,,MASCOTS,NA,ca,edu
"Araki, Toshinori",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Arampatzis, Avi",@ee.duth.gr,0,1,0,0,0,0,,SIGIR,,,,,M,gr,edu
"Arapakis, Ioannis",@telefonica.com,0,1,0,0,0,0,,SIGIR,,,,,M,NA,com
"Arasu, Arvind",,0,1,1,0,0,1,,SIGMOD,SIGMOD,,,SIGMOD,M,NA,NA
"Araujo, Guido",@ic.unicamp.br,0,0,0,0,0,2,,,,,,"ICPP,EuroPar",M,br,edu
"Araujo, Miguel Ramos De",@feedzai.com,0,0,0,0,0,1,,,,,,ICDM,NA,NA,com
"Arbenz, Peter",@inf.ethz.ch,0,1,0,0,0,0,,EuroPar,,,,,M,ch,edu
"Arcaute, Esteban",@walmartlabs.com,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,com
"Archer, Charles",,0,0,0,0,0,2,,,,,,"SC,IPDPS",NA,NA,NA
"Ardagna, Danilo",@polimi.it,0,1,0,0,0,0,,CLOUD,,,,,M,it,edu
"Ardalani, Newsha",@cs.wisc.edu,0,0,0,0,0,1,,,,,,ISCA,NA,us,edu
"Ardanaz, Federico",,0,0,0,0,0,1,,,,,,ISC,NA,NA,NA
"Ardekani, Masoud Saeida",@masoud.io,0,1,0,0,0,2,,Middleware,,,,"Middleware,SOCC",M,us,com
"Arden, Owen",@ucsc.edu,0,0,0,0,0,2,,,,,,"CCS,CCS",NA,ed,edu
"Aref, Walid",@cs.purdue.edu,0,1,1,0,0,0,,SIGMOD,SIGMOD,,,,M,us,edu
"Arguello, Jaime",@email.unc.edu,0,1,0,0,0,0,,SIGIR,,,,,M,ed,edu
"Argyraki, Katerina",@epfl.ch,0,0,0,0,0,2,,,,,,"NSDI,SIGCOMM",NA,ch,edu
"Argyros, George",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Ariola, Zena M.",@cs.uoregon.edu,0,0,0,0,0,1,,,,,,PLDI,NA,ed,edu
"Arjomand, Mohammad",@gatech.edu,0,0,0,0,0,3,,,,,,"IISWC,ASPLOS,SIGMETRICS",NA,us,edu
"Arlitt, Martin",@microfocus.com,0,2,0,0,0,1,,"MASCOTS,ICPE",,,,ICPE,M,NA,com
"Armbrust, Michael",@cs.berkeley.edu,0,0,0,0,0,1,,,,,,SOSP,NA,us,edu
"Arnau, Jose Maria",@ac.upc.edu,0,0,0,0,0,2,,,,,,"MICRO,PACT",NA,es,edu
"Arnautov, Sergei",,0,0,0,0,0,2,,,,,,"EuroSys,IPDPS",NA,NA,NA
"Arndt, Oliver Jakob",,0,0,0,0,0,1,,,,,,HCW,NA,NA,NA
"Arnold, Dorian",@cs.unm.edu,1,1,0,1,0,1,ICPP,ISPASS,,SC,,IPDPS,M,ed,edu
"Aroca, Jordi Arjona",@it.uc3m.es,0,0,0,0,0,3,,,,,,"Middleware,CCGrid,SOCC",NA,es,edu
"Arora, Aashray",@cs.stonybrook.edu,0,0,0,0,0,1,,,,,,ATC,NA,us,edu
"Arora, Akhil",@xerox.com,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,com
"Arora, Sudhansku",,0,0,0,0,0,1,,,,,,CIDR,NA,NA,NA
"Arora, Vaibhav",@cs.ucsb.edu,0,0,0,0,0,1,,,,,,HotCloud,NA,ed,edu
"Arora, Varun",MISSING,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Arpaci-Dusseau, Andrea",@cs.wisc.edu,0,2,0,0,0,5,,"EuroSys,NSDI",,,,"EuroSys,HPDC,FAST,FAST,VEE",F,us,edu
"Arpaci-Dusseau, Remzi",@cs.wisc.edu,0,2,0,0,0,5,,"SOSP,FAST",,,,"EuroSys,HPDC,FAST,FAST,VEE",M,us,edu
"Arroyo-Paredes, Yulissa",,0,0,0,0,0,1,,,,,,OOPSLA,NA,NA,NA
"Arshad, Sajjad",@ccs.neu.edu,0,0,0,0,0,1,,,,,,NDSS,NA,us,edu
"Arshad, Sheheryar",,0,0,0,0,0,1,,,,,,IGSC,NA,NA,NA
"Arslan, Engin",@illinois.edu,0,1,0,0,0,0,,Cluster,,,,,M,us,edu
"Arteaga, Jaime",@udel.edu,0,0,0,0,0,1,,,,,,IPDPS,NA,ed,edu
"Arteca, Ellen",@uwaterloo.ca,0,0,0,0,0,1,,,,,,OOPSLA,NA,ca,edu
"Arulraj, Joy",@cs.cmu.edu,0,0,0,0,0,1,,,,,,CIDR,M,us,edu
"Arulraj, Leo",@cs.wisc.edu,0,0,0,0,0,1,,,,,,VEE,NA,us,edu
"Arumaithurai, Mayutan",@cs.uni-goettingen.de,0,0,0,0,0,1,,,,,,SIGCOMM,NA,de,edu
"Arumugam, Kamesh",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Arun, Venkat",@unh.newhaven.edu,0,0,0,0,0,1,,,,,,SIGCOMM,NA,ne,edu
"Arunkumar, Akhil",@asu.edu,0,0,0,0,0,2,,,,,,"MICRO,ISCA",NA,us,edu
"Arvind, ",@mit.edu,0,0,0,0,0,1,,,,,,PACT,NA,us,edu
"Asaad, Sameh",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Asadi, Hossein",@sharif.edu,0,1,0,0,0,0,,SPAA,,,,,M,ir,edu
"Asanoviç, Krste",@eecs.berkeley.edu,0,1,1,0,0,2,,MICRO,MICRO,,,"IPDPS,HotOS",M,us,edu
"Asenjo, Rafael",@uma.es,0,1,1,0,0,1,,PACT,EuroPar,,,EuroPar,M,es,edu
"Asgari, Bahar",@gatech.edu,0,0,0,0,0,1,,,,,,IISWC,NA,us,edu
"Ashraf, Imran",@tudelft.nl,0,0,0,0,0,1,,,,,,MICRO,NA,nl,edu
"Ashraf, Mohammed",,0,0,0,0,0,1,,,,,,CCS,NA,NA,NA
"Asipov, Boris",,0,0,0,0,0,1,,,,,,CIDR,M,NA,NA
"Askarov, Aslan",@cs.au.dk,0,0,0,0,0,1,,,,,,SP,NA,dk,edu
"Aslam, Javed",@ccs.neu.edu,0,1,0,0,0,0,,SIGIR,,,,,M,us,edu
"Aslantas, Cansu",,0,0,0,0,0,1,,,,,,CIDR,F,NA,NA
"Asokan, N.",@aalto.fi,0,0,0,0,0,1,,,,,,CCS,NA,fi,edu
"Asplund, Joshua",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Aspnes, James",@cs.yale.edu,0,0,0,0,0,1,,,,,,PODC,NA,us,edu
"Assadi, Sepehr",@seas.upenn.edu,0,0,0,0,0,2,,,,,,"SPAA,PODS",NA,ed,edu
"Assasa, Hany",@imdea.org,0,0,0,0,0,1,,,,,,CoNEXT,NA,es,edu
"Assent, Ira",@cs.au.dk,0,2,0,0,0,1,,"KDD,ICDM",,,,SIGMOD,F,dk,edu
"Assouline, Jonathan",@algolux.com,0,0,0,0,0,1,,,,,,MICRO,NA,NA,com
"Assuncao, Renato",@dcc.ufmg.br,0,1,0,0,0,0,,KDD,,,,,M,br,edu
"Asudeh, Abolfazl",@mavs.uta.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,ed,edu
"Ataei, Parisa",@oregonstate.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Atasu, Kubilay",@zurich.ibm.com,0,0,0,0,0,1,,,,,,ICPP,M,ch,com
"Ateniese, Giuseppe",@stevens.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Ates, Emre",@bu.edu,0,0,0,0,0,1,,,,,,ISC,NA,us,edu
"Athanasopoulos, Elias",@cs.ucy.ac.cy,0,1,0,0,0,2,,CCS,,,,"EuroSys,NDSS",M,ac,edu
"Athanassoulis, Manos",@seas.harvard.edu,0,0,0,0,0,2,,,,,,"SIGMOD,SIGMOD",NA,us,edu
"Atif, Jamal",,0,0,0,0,0,1,,,,,,ICDM,NA,NA,NA
"Atig, Mohamed Faouzi",@it.uu.se,0,0,0,0,0,1,,,,,,PLDI,NA,se,edu
"Atreya, Kishore",,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,NA
"Attariyan, Mona",,0,2,0,0,0,0,,"SOSP,ATC",,,,,F,NA,NA
"Attiya, Hagit",@cs.technion.ac.il,0,1,0,0,0,0,,PODC,,,,,F,il,edu
"Atya, Ahmed O. F.",@cs.ucr.edu,0,0,0,0,0,1,,,,,,CoNEXT,NA,ed,edu
"Atzmueller, Martin",@uvt.nl,0,1,0,0,0,0,,ICDM,,,,,M,nl,edu
"Aublin, Pierre-Louis",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Auerbach, Joshua",@champlain.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Auguilera, Marcos K.",@vmware.com,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,com
"August, David I.",@princeton.edu,0,0,0,0,0,1,,,,,,PACT,NA,us,edu
"Augusto, Adriano",@ut.ee,0,0,0,0,0,1,,,,,,ICDM,NA,ee,edu
"Aumage, Olivier",,0,1,0,0,0,2,,Cluster,,,,"CCGrid,EuroPar",M,NA,NA
"Aupy, Guillaume",@inria.fr,0,2,0,0,0,2,,"SC,ICPP",,,,"EuroPar,IPDPS",M,fr,edu
"Aura, Tuomas",@aalto.fi,0,0,0,0,0,1,,,,,,CCGrid,NA,fi,edu
"Ausavarungnirun, Rachata",@cmu.edu,0,0,0,0,0,2,,,,,,"MICRO,SIGMETRICS",NA,us,edu
"Austin, Brian",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Austin, Todd",@umich.edu,0,0,0,0,0,2,,,,,,"HPCA,ISCA",NA,ed,edu
"Avancha, Sasikanth",,0,0,0,0,0,1,,,,,,ISCA,NA,NA,NA
"Aved, Alexander",@knights.ucf.edu,0,0,0,0,0,1,,,,,,IGSC,NA,ed,edu
"Avin, Chen",@cse.bgu.ac.il,0,1,0,0,0,1,,IPDPS,,,,KDD,M,il,edu
"Aviv, Adam J.",@usna.edu,0,0,0,0,0,2,,,,,,"CCS,NDSS",NA,us,gov
"Avrachenkov, Konstantin",@sophia.inria.fr,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,fr,edu
"Avritzer, Alberto",@sonatype.com,0,1,1,0,0,0,,ICPE,ICPE,,,,M,NA,com
"Awad, Amro",@sandia.gov,0,1,1,0,0,3,,IISWC,IISWC,,,"ISPASS,ISCA,PACT",M,us,gov
"Awad, Mahmoud",,0,0,0,0,0,1,,,,,,ICPE,NA,NA,NA
"Awadallah, Ahmed Hassan",@microsoft.com,0,1,0,0,0,1,,SIGIR,,,,SIGIR,M,NA,com
"Awan, Ammar Ahmad",@osu.edu,0,0,0,0,0,2,,,,,,"ICPP,PPoPP",M,us,edu
"Ayday, Erman",@cs.bilkent.edu.tr,0,1,0,0,0,0,,NDSS,,,,,M,us,edu
"Aydin, Hakan",@cs.gmu.edu,0,0,1,0,0,1,,,IGSC,,,IGSC,M,us,edu
"Ayesta, Urtzi",@laas.fr,0,2,0,0,0,0,,"MASCOTS,SIGMETRICS",,,,,NA,fr,gov
"Ayguade, Eduard",@ac.upc.edu,0,0,0,0,0,4,,,,,,"MICRO,ICPP,IPDPS,IPDPS",M,es,edu
"Aykanat, Cevdet",@cs.bilkent.edu.tr,0,0,0,0,0,1,,,,,,EuroPar,NA,us,edu
"Ayodele, Anthony",@faculty.umuc.edu,0,1,0,0,0,0,,CLOUD,,,,,M,ed,edu
"Azab, Ahmed M.",@samsung.com,0,0,0,0,0,1,,,,,,SP,NA,NA,com
"Azad, Ariful",@lbl.gov,0,2,0,0,0,2,,"SC,Cluster",,,,"IPDPS,IPDPS",M,us,gov
"Azar, Yossi",@tau.ac.il,0,1,0,0,0,1,,IPDPS,,,,SPAA,M,il,edu
"Azarmi, Mehdi",@purdue.edu,0,0,0,0,0,1,,,,,,CLOUD,NA,us,edu
"Azimi, Reza",@brown.edu,0,0,0,0,0,1,,,,,,HPCA,NA,us,edu
"Azimi, Reza",@blanclabs.com,0,0,0,0,0,1,,,,,,Cluster,NA,NA,com
"Azzopardi, Leif",@strath.ac.uk,0,1,0,0,0,1,,SIGIR,,,,SIGIR,M,uk,edu
"Babu, Shivnath",,0,1,0,0,0,1,,CIDR,,,,SIGMOD,M,NA,NA
"Bach, Stephen",@cs.stanford.edu,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Bacha, Anys",@umich.edu,0,0,0,0,0,1,,,,,,IPDPS,NA,ed,edu
"Bachhav, Kishor",,0,0,0,0,0,1,,,,,,CIDR,NA,NA,NA
"Backes, Michael",@cs.uni-saarland.de,0,1,0,0,0,10,,SP,,,,"CCS,CCS,CCS,CCS,CCS,SP,SP,SP,NDSS,NDSS",M,de,edu
"Bacon, David F.",@google.com,0,1,1,0,0,0,,PLDI,PLDI,,,,M,NA,com
"Bacon, Jean",,0,0,0,0,0,1,,,,,,SOCC,NA,NA,NA
"Badam, Anirudh",@microsoft.com,0,1,1,0,0,4,,NSDI,NSDI,,,"EuroSys,ATC,ISCA,FAST",M,NA,com
"Baden, Scott B.",@eng.ucsd.edu,0,1,0,0,0,1,,SC,,,,IPDPS,M,ed,edu
"Bader, David A.",@cc.gatech.edu,0,0,0,0,0,1,,,,,,HiPC,NA,us,edu
"Bader, Michael",,0,1,1,0,0,1,,SC,SC,,,SC,M,NA,NA
"Badia, Rosa M.",@bsc.es,0,1,1,0,0,0,,SC,ISC,,,,F,es,gov
"Badiei, Masoud",@g.harvard.edu,0,0,0,0,0,1,,,,,,HPCA,NA,us,edu
"Bae, Minho",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Baek, Hyunwook",@cs.utah.edu,0,0,0,0,0,2,,,,,,"CCGrid,SOCC",NA,ed,edu
"Baek, Woongki",@unist.ac.kr,0,0,0,0,0,1,,,,,,ASPLOS,NA,ac,edu
"Baetke, Frank",,0,0,1,0,0,0,,,ISC,,,,M,NA,NA
"Baeza-Yates, Ricardo",@upf.edu,0,1,0,0,0,0,,SIGIR,,,,,M,ed,edu
"Bagchi, Saurabh",@purdue.edu,0,0,0,0,0,3,,,,,,"SP,Middleware,Middleware",NA,us,edu
"Bagdi, Hardik",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Bagga, Jasmeet",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Bagnall, Anthony",@uea.ac.uk,0,1,0,0,0,0,,ICDM,,,,,M,ac,edu
"Bagnulo, Marcelo",@it.uc3m.es,0,1,0,0,0,0,,CoNEXT,,,,,M,es,edu
"Bahadori, Mohammad Taha",@gatech.edu,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Bahl, Paramvir",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Bahl, Victor",@acm.org,0,2,0,0,0,0,,"HotCloud,MobiCom",,,,,M,NA,NA
"Bahsoon, Rami",@cs.bham.ac.uk,0,0,0,0,0,1,,,,,,CCGrid,NA,uk,edu
"Bai, Gang",,0,0,0,0,0,1,,,,,,ICPP,M,NA,NA
"Bai, Wei",@microsoft.com,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,com
"Bai, Xiao",,0,1,0,0,0,1,,SIGIR,,,,SIGIR,F,NA,NA
"Bai, Xiaolong",@zju.edu.cn,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Bai, Youhui",,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Bai, Yu",@fullerton.edu,0,0,0,0,0,1,,,,,,MICRO,NA,us,edu
"Bai, Yunhao",,0,0,0,0,0,1,,,,,,IGSC,NA,NA,NA
"Bai, Yuxin",@rochester.edu,0,0,0,0,0,1,,,,,,ASPLOS,NA,us,edu
"Bai, Zilong",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Baier, Christel",@tu-dresden.de,0,0,0,0,0,1,,,,,,HotOS,NA,de,edu
"Baig, Ghufran",@cs.utexas.edu,0,0,0,0,0,1,,,,,,CoNEXT,NA,ed,edu
"Bailey, James",@unimelb.edu.au,0,1,1,0,0,1,,ICDM,ICDM,,,ICDM,M,ed,edu
"Bailey, Jeff",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Bailey, Jonathan",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Bailey, Michael",@illinois.edu,0,0,0,0,0,1,,,,,,NDSS,NA,us,edu
"Bailey, Peter",@microsoft.com,0,1,1,0,0,1,,SIGIR,SIGIR,,,SIGIR,M,NA,com
"Bailis, Peter",@cs.stanford.edu,0,1,0,0,0,4,,SIGMOD,,,,"SIGMOD,SIGMOD,SIGMOD,CIDR",M,us,edu
"Bajunaid, Noor",,0,0,0,0,0,1,,,,,,ICPE,NA,NA,NA
"Bajwa, Raminder",,0,0,0,0,0,1,,,,,,ISCA,NA,NA,NA
"Baker, Allison H.",@ucar.edu,0,1,0,0,0,0,,SC,,,,,F,ed,edu
"Baker, Gavin",,0,0,0,0,0,1,,,,,,ICPE,NA,NA,NA
"Baker, Randal S.",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Baker, Richard",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Baker, Sonia",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Baker, Tobin",,0,0,0,0,0,1,,,,,,CIDR,NA,NA,NA
"Bakshi, Ainesh",,0,0,0,0,0,1,,,,,,FAST,NA,NA,NA
"Bakst, Alexander",,0,0,0,0,0,1,,,,,,OOPSLA,NA,NA,NA
"Bal, Henri",@cs.vu.nl,0,1,0,0,0,0,,HPDC,,,,,M,nl,edu
"Balaji, Pavan",@mcs.anl.gov,3,2,5,0,1,11,"IPDPS,ISC,HPCC","SC,Cluster","ICPP,IPDPS,ISC,ISC,HPCC",,HPCC,"SC,ICPP,CCGrid,CCGrid,EuroPar,IPDPS,IPDPS,Cluster,HiPC,HPCC,HPCC",M,us,gov
"Balakrishnan, Hari",@csail.mit.edu,0,0,0,0,1,2,,,,,MobiCom,"NSDI,NSDI",M,us,edu
"Balakrishnan, Mahesh",@yale.edu,1,4,0,0,0,1,SOCC,"EuroSys,NSDI,HotStorage,FAST",,,,ASPLOS,M,us,edu
"Balakrishnan, Ramesh",MISSING,0,1,0,0,0,0,,IPDPS,,,,,M,NA,NA
"Balakrishnan, Vijay",,0,0,0,0,0,1,,,,,,SYSTOR,NA,NA,NA
"Balan, Rajesh Krishna",@smu.edu.sg,0,0,0,0,0,1,,,,,,MobiCom,NA,us,edu
"Balaprakash, Prasanna",@mcs.anl.gov,0,0,0,0,0,1,,,,,,HPDC,NA,us,gov
"Balaraman, Ravindran",@cse.iitm.ac.in,0,0,0,0,0,1,,,,,,HPCC,NA,in,edu
"Balasooriya, Janaka",@asu.edu,0,1,0,0,0,0,,CLOUD,,,,,M,us,edu
"Balasubramaniam, Karthikeyan Vasuki",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Balasubramanian, Abhiram",@cs.utah.edu,0,0,0,0,0,1,,,,,,HotOS,NA,ed,edu
"Balasubramanian, Aruna",@cs.stonybrook.edu,0,2,1,0,0,2,,"CoNEXT,MobiCom",MobiCom,,,"MobiCom,SIGMETRICS",F,us,edu
"Balasubramanian, Bharath",@princeton.edu,0,1,0,0,0,0,,CLOUD,,,,,M,us,edu
"Balasubramanian, Ezhil R. M.",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Balasubramonian, Rajeev",@cs.utah.edu,0,2,0,0,0,0,,"MICRO,ISCA",,,,,M,ed,edu
"Balazinska, Magdalena",@cs.washington.edu,2,0,2,0,2,2,"SIGMOD,CIDR",,"SIGMOD,SIGMOD",,"Middleware,SOCC","CIDR,ATC",F,us,edu
"Baldimtsi, Foteini",@gmu.edu,0,1,0,0,0,1,,CCS,,,,NDSS,F,us,edu
"Baldus, Gary",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Baldwin, Timothy",@unimelb.edu.au,0,1,0,0,0,0,,SIGIR,,,,,M,ed,edu
"Balkanski, Eric",,0,1,0,0,0,0,,KDD,,,,,M,NA,NA
"Balke, Wolf-Tilo",@ifis.cs.tu-bs.de,0,0,0,0,0,1,,,,,,CLOUD,NA,de,edu
"Balkesen, Cagri",@inf.ethz.ch,0,0,0,0,0,1,,,,,,MICRO,NA,ch,edu
"Balkind, Jonathan",@princeton.edu,0,0,0,0,0,1,,,,,,OOPSLA,NA,us,edu
"Balkwill, Matthew",,0,0,0,0,0,1,,,,,,CoNEXT,NA,NA,NA
"Ballani, Hitesh",@microsoft.com,0,1,0,0,0,0,,HotCloud,,,,,M,NA,com
"Ballard, Grey",@wfu.edu,0,1,0,0,0,1,,IPDPS,,,,SPAA,M,us,edu
"Balmau, Oana",@epfl.ch,0,0,0,0,0,2,,,,,,"EuroSys,ATC",NA,ch,edu
"Balog, Krisztian",@uis.no,0,1,0,0,0,2,,SIGIR,,,,"SIGIR,SIGIR",M,no,edu
"Baltrunas, Džiugas",@simula.no,0,0,0,0,0,1,,,,,,MobiCom,NA,no,gov
"Balzarotti, Davide",@eurecom.fr,0,2,0,0,0,1,,"SP,NDSS",,,,SP,M,fr,edu
"Bandara, Sathya",,0,0,0,0,0,1,,,,,,HiPC,NA,NA,NA
"Banerjee, Arindam",@cs.umn.edu,0,1,0,0,0,1,,KDD,,,,ICDM,M,ed,edu
"Banerjee, Debrup",@odu.edu,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Banerjee, Dip Sankar",@iiitg.ac.in,0,0,0,0,0,1,,,,,,ICPP,M,in,edu
"Banerjee, Nilanjan",@umbc.edu,0,1,0,0,0,0,,IGSC,,,,,M,ed,edu
"Banerjee, Subarno",@cse.iitk.ac.in,0,0,0,0,0,1,,,,,,ISCA,NA,in,edu
"Banerjee, Sujata",@banerjee.net,0,2,1,0,0,1,,"SIGCOMM,CoNEXT",SIGCOMM,,,CoNEXT,F,us,com
"Banerjee, Suman",@cs.wisc.edu,0,2,0,0,0,0,,"SIGCOMM,CoNEXT",,,,,M,us,edu
"Banerjee, Tania",,0,0,0,0,0,1,,,,,,HiPC,NA,NA,NA
"Bangalore, Purushotham",,0,0,0,0,0,1,,,,,,SOCC,NA,NA,NA
"Banicescu, Ioana",@cse.msstate.edu,0,4,1,0,0,1,,"HCW,SC,EuroPar,HPCC",HCW,,,Cluster,F,us,edu
"Bansal, Aman",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Bansal, Nikhil",@tue.nl,0,2,0,0,0,0,,"SPAA,IPDPS",,,,,M,nl,edu
"Bansal, Sorav",@iitd.ernet.in,0,1,0,0,0,0,,ATC,,,,,M,in,gov
"Bansal, Tarun",@iiitd.ac.in,0,1,0,0,0,0,,MobiCom,,,,,M,in,edu
"Bao, Hong",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Bao, Tiffany",@cmu.edu,0,0,0,0,0,1,,,,,,SP,NA,us,edu
"Bao, Yubin",,0,0,0,0,0,1,,,,,,SOCC,NA,NA,NA
"Bao, Yungang",@ict.ac.cn,0,3,0,0,0,1,,"IISWC,ASPLOS,HiPC",,,,SOCC,M,cn,edu
"Bao, Yungyang",,0,0,1,0,0,0,,,ASPLOS,,,,M,NA,NA
"Bao, Zhifeng",@rmit.edu.au,0,1,0,0,0,0,,SIGIR,,,,,M,us,edu
"Bao, Zhuowei",,0,1,0,0,0,0,,SIGMOD,,,,,M,NA,NA
"Baokar, Arjun",@berkeley.edu,0,0,0,0,0,1,,,,,,SP,NA,us,edu
"Bar-Yehuda, Reuven",,0,0,0,0,0,1,,,,,,PODC,NA,NA,NA
"Barak, Amnon",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Barak, Assi",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Barakat, Chadi",@inria.fr,0,1,1,0,0,0,,IMC,IMC,,,,M,fr,edu
